data:text/csv;charset=utf-8,"sep=,"
Game ID, Name, Image, Year Published, Price, Artists, Designers, Primary Family, Other Families, Categories, Mechanics, BGG Rating, User Rating, Complexity, Language Level, Play Time, Minimum Age, Recommended Min Age, Minimum Players, Maximum Players, Minimum Players (Base Game), Maximum Players (Base Game), Best with x Number of Players, Recommended with x Number of Players, Number of Plays, BGG Rank, Owners, Type
30166,"The Good, the Bad, and the Munchkin","https://cf.geekdo-images.com/l6IEkuhpfFlen1F_Fswy5w__original/img/VVSGaReIfGpvwJdiKLRw6O4DcqU=/0x0/filters:format(jpeg)/pic221497.jpg",2007,Unknown,"John Kovalic","J. H. G. Hendriks,Steve Jackson (I)","Thematic","Game: Munchkin","American West,Card Game,Fighting,Humor","Dice Rolling,Trading,Variable Player Powers",6.2,"6.0",1.9,4,90,10,10,3,6,3,6,"4,5,6","3,4,5,6","0",6264,"",Base Game,
270293,"Gorinto","https://cf.geekdo-images.com/PmNzEXa5jlsrzNL4l-X8-g__original/img/_c-Sy5HUwoKNJkWf3fdM2Hy4s8o=/0x0/filters:format(jpeg)/pic4943733.jpg",2021,Unknown,"Josh Cappel","Richard Yaner","Abstract Game","Components: 5 x 5 Grids,Continents: Asia,Country: Japan,Crowdfunding: Kickstarter,Digital Implementations: Game Park,Digital Implementations: Tabletopia,Misc: LongPack Games","Abstract Strategy","Pattern Recognition,Set Collection,Square Grid,Static Capture,Tile Placement",7.2,"Not Rated",2.0,2,30 - 60,13,8,1,4,1,4,"3","1,2,3,4","5",2977,"",Base Game,
186947,"The Grimwood","https://cf.geekdo-images.com/UwXWECg3KARRxSr7ceaxbA__original/img/RQyfk-owcoZva_PVBAJ4f2YaI54=/0x0/filters:format(jpeg)/pic2728951.jpg",2016,Unknown,"Angela Wu","Morgan McAllister,Angela Wu","","Crowdfunding: Kickstarter","Card Game","Hand Management,Set Collection,Take That",6.1,"Not Rated",1.4,2,30 - 60,12,Unknown,2,6,2,6,"4","2,3,4,5,6","7",15456,"excali8ur",Base Game,
428682,"Grow Sky","https://cf.geekdo-images.com/b3lMV93rQt7UrTyoAdS7Nw__original/img/p1w0k90vnCx-16gQgz6d8syktUE=/0x0/filters:format(png)/pic9703976.png",2024,Unknown,"","","","Animals: Birds,Components: Dice with Icons,Country: Japan,Crowdfunding: Kickstarter,Mechanism: Tableau Building,Misc: LongPack Games,Players: Games with Solitaire Rules,Theme: Airships / Blimps / Dirigibles / Zeppelins,Theme: Steampunk","Aviation / Flight,Card Game,Dice,Economic,Fantasy,Puzzle,Racing,Science Fiction,Transportation,Travel","Dice Rolling,End Game Bonuses,Pattern Building,Race,Resource to Move,Rondel,Solo / Solitaire Game,Tech Trees / Tech Tracks,Tile Placement,Track Movement,Variable Player Powers,Worker Placement with Dice Workers",7.5,"Not Rated",2.5,1,45 - 90,10,Unknown,1,4,1,4,"3","3","0",9059,"",Base Game,
434222,"Gwent: The Legendary Card Game","https://cf.geekdo-images.com/bLintO18LwPlMoA0DiC05Q__original/img/9Vbui5VSwJTBzGBMyCUbXsu0FFY=/0x0/filters:format(png)/pic8954964.png",2025,Unknown,"CD Projekt","CD Projekt,Rafał Jaki,Damien Monnier","Customizable","Books: The Witcher,Misc: LongPack Games,Theme: Video Game Industry","Card Game,Video Game Theme","Deck Construction,Deck, Bag, and Pool Building,Hand Management",7.5,"Not Rated",1.9,2,20,14,10,1,5,1,5,"2","2","10",3475,"excali8ur",Base Game,
276086,"Hamlet: The Village Building Game","https://cf.geekdo-images.com/sP1iiqxJ_yTkTdttqxmfAg__original/img/VnYUe9IjJKmg6jO8CQQPp10czYQ=/0x0/filters:format(jpeg)/pic7315662.jpg",2022,Unknown,"Yusuf Artun","David Chircop","Strategy Game","Admin: Better Description Needed!,Animals: Donkeys,Crowdfunding: Kickstarter,Digital Implementations: Tabletopia","City Building,Economic,Medieval","Increase Value of Unchosen Resources,Market,Modular Board,Network and Route Building,Pick-up and Deliver,Solo / Solitaire Game,Tile Placement,Worker Placement",6.8,"Not Rated",2.9,2,25 - 100,14,12,1,4,1,4,"3","2,3,4","3",2397,"excali8ur",Base Game,
414317,"Harmonies","https://cf.geekdo-images.com/A_XP2_VN3ugyqPhezowB_w__original/img/_Rv8lSr3fC1oDRkrQleQW2H2yCs=/0x0/filters:format(png)/pic8026369.png",2024,Unknown,"Maëva da Silva","Johan Benvenuto","Abstract Game,Family Game","Digital Implementations: Board Game Arena,Digital Implementations: TableTop Simulator Mod (TTS),Misc: LongPack Games,Theme: Nature","Animals,Environmental,Puzzle","Chaining,Hexagon Grid,Open Drafting,Pattern Building,Set Collection,Solo / Solitaire Game,Tile Placement,Variable Player Powers",8.0,"Not Rated",2.0,1,30 - 45,10,8,1,4,1,4,"2,3","1,2,3,4","5",53,"excali8ur",Base Game,
472690,"Harmonies: Crescendo","https://cf.geekdo-images.com/ago2UVVsZUbkM6RAQa8ruQ__original/img/At5iWh9Qh5zSDdrsDw3PVE7-iQI=/0x0/filters:format(png)/pic9706560.png",2026,Unknown,"Maëva da Silva","Johan Benvenuto,Mathieu Rivero","","Admin: Upcoming Releases","Expansion for Base-game","",7.6,"Not Rated",2.5,Unknown,0,10,10,1,4,1,4,"","","0",Unknown,"",Expansion,
466234,"Harmonies: Pulse","https://cf.geekdo-images.com/Hqd0FaAe4GH4rCVX7GqO0g__original/img/XDQS-cHKQ6qdYoRlk6rPGU8n5lw=/0x0/filters:format(png)/pic9451549.png",2026,Unknown,"Maëva da Silva","Johan Benvenuto","Family Game","Theme: Nature","Expansion for Base-game,Abstract Strategy,Animals,Environmental,Puzzle","Chaining,Hexagon Grid,Open Drafting,Pattern Building,Set Collection,Solo / Solitaire Game,Tile Placement,Variable Player Powers",8.3,"Not Rated",2.1,1,30 - 45,10,8,1,4,1,4,"2,3,4","1,2,3,4","0",Unknown,"excali8ur",Expansion,
366013,"Heat: Pedal to the Metal","https://cf.geekdo-images.com/-vOrd4bOspibyohYExLqWg__original/img/iXU8a9WaVlwrkiEiOxWN06y9y5g=/0x0/filters:format(png)/pic6940449.png",2022,Unknown,"Vincent Dutrait","Asger Aleksandrov Granerud,Daniel Skjold Pedersen","Family Game","Game: Heat – Pedal to the Metal,Digital Implementations: Board Game Arena,Misc: Watch It Played How To Videos,Players: Games with Solitaire Rules,Sports: Auto Racing,Sports: Formula 1,Theme: Retro","Racing,Sports","Catch the Leader,Deck, Bag, and Pool Building,Hand Management,Programmed Movement,Push Your Luck,Race,Simulation,Simultaneous Action Selection,Solo / Solitaire Game,Track Movement,Variable Set-up",8.0,"Not Rated",2.2,1,30 - 60,10,8,1,6,1,6,"5,6","1,2,3,4,5,6","1",47,"",Base Game,
296358,"Hedgehog Haberdash","https://cf.geekdo-images.com/FbBxKgiG8JaRWHG_BkHDig__original/img/IKttsyHBTpX_To6TKeHhw9VNpIA=/0x0/filters:format(jpeg)/pic5225426.jpg",2020,Unknown,"Anna-Lena Kühler","Felix Beukemann","","Animals: Hedgehogs / Porcupines,Series: Mitbringspiele M (HABA)","Animals,Children's Game,Memory","Dice Rolling,Memory",6.2,"Not Rated",1.0,Unknown,10,3,2,2,4,2,4,"4","2,3,4","3",17705,"excali8ur",Base Game,
292364,"Here be Dragons: Into the Unknown","https://cf.geekdo-images.com/ucB3XXcZTB_oMZYc1Uxzlw__original/img/3NEUUjsMpYaEk_1inhHsPW0JVVI=/0x0/filters:format(png)/pic7067050.png",2020,Unknown,"Kim Jansson","Kim Åberg,Kim Jansson","","","Adventure,Exploration,Fantasy,Fighting,Miniatures","Acting,Action Points,Alliances,Dice Rolling,Hexagon Grid,Income,Map Addition,Multiple Maps,Player Elimination",7.1,"Not Rated",2.0,Unknown,60 - 240,10,Unknown,1,6,1,6,"1","1,2","0",19195,"",Base Game,
299252,"Here to Slay","https://cf.geekdo-images.com/ozUv3be9fcf28tJk30bNow__original/img/digC3cWVMhV6rlcE0AEcoVkmVI0=/0x0/filters:format(jpeg)/pic5181432.jpg",2020,Unknown,"Ramy Badie","Ramy Badie","Party Game,Family Game","Animals: Bears,Animals: Cats,Animals: Deer / Antelope,Animals: Dogs,Animals: Foxes,Animals: Lions,Animals: Pandas,Animals: Rabbits / Hares,Animals: Squirrels / Chipmunks,Animals: Tigers,Animals: Wolves,Creatures: Dragons,Creatures: Monsters,Creatures: Unicorns,Crowdfunding: Kickstarter,Game: Here to Slay,Misc: LongPack Games,Theme: Anthropomorphic Animals","Animals,Card Game,Dice,Fantasy,Fighting","Action Points,Dice Rolling,Hand Management,Interrupts,Role Playing,Set Collection,Take That,Turn Order: Progressive,Variable Player Powers",6.9,"Not Rated",1.7,3,30 - 60,10,10,2,6,2,6,"3,4","2,3,4,5","1",1515,"excali8ur",Base Game,
308525,"Here to Slay: Dragon Sorcerer Expansion","https://cf.geekdo-images.com/n5pGRkeVlwyaPY_SdJjSMQ__original/img/_4VBBUXrG7uXJNdL4taexW93myc=/0x0/filters:format(jpeg)/pic5611247.jpg",2020,Unknown,"Ramy Badie","","","Crowdfunding: Kickstarter,Game: Here to Slay,Misc: LongPack Games","Expansion for Base-game,Animals,Card Game,Dice,Fantasy,Fighting","Action Points",7.4,"Not Rated",1.5,2,15 - 90,14,Unknown,2,6,2,6,"","","0",Unknown,"",Expansion,
321259,"Here to Slay: Warriors & Druids Expansion","https://cf.geekdo-images.com/6UZ0BdzVu5LEHkQZpYSpxg__original/img/iAqXtKksT-ANHr4eKv2PBRYamSU=/0x0/filters:format(jpeg)/pic5714466.jpg",2020,Unknown,"","Ramy Badie","","Animals: Bears,Animals: Cats,Animals: Deer / Antelope,Animals: Foxes,Animals: Rabbits / Hares,Creatures: Dragons,Creatures: Unicorns,Game: Here to Slay,Misc: LongPack Games,Theme: Anthropomorphic Animals","Animals,Card Game,Dice,Expansion for Base-game,Fantasy,Fighting","Action Points,Dice Rolling,Hand Management,Interrupts,Set Collection,Take That,Turn Order: Progressive,Variable Player Powers",7.4,"Not Rated",1.9,3,30 - 60,10,8,2,6,2,6,"3,4,5","2,3,4,5","0",Unknown,"excali8ur",Expansion,
367490,"Hickory Dickory","https://cf.geekdo-images.com/wNPQex7ukUTDRO6WK1v0eA__original/img/yhwfSa8UQV4c2g9nz-zfzGg8oOw=/0x0/filters:format(jpeg)/pic6972966.jpg",2023,Unknown,"Sonja Müller","Sawyer West","","Animals: Mice,Authors: Mother Goose,Components: 3-Dimensional (3D),Components: Gears,Components: Meeples (Animal) / Animeeples,Components: Wooden pieces & boards,Misc: Watch It Played How To Videos,Theme: Anthropomorphic Animals","Animals","Action Retrieval,End Game Bonuses,Market,Race,Set Collection,Solo / Solitaire Game,Tile Placement,Worker Placement,Worker Placement, Different Worker Types",7.0,"Not Rated",2.7,1,60 - 120,10,8,1,4,1,4,"3","1,2,3,4","5",3725,"excali8ur",Base Game,
440608,"Hitster: 100% NL","https://cf.geekdo-images.com/PWXlU-fCrkybkkSGc7xMig__original/img/Q5yAsrjPWpi4diEQ8kMzZEjqrIY=/0x0/filters:format(jpeg)/pic8762512.jpg",2025,Unknown,"Marcus Carleson","Marcus Carleson","","Components: Digital Hybrid – App/Website Required,Game: Hitster","Card Game,Music,Party Game,Trivia","",7.4,"Not Rated",1.0,Unknown,30,16,Unknown,2,10,2,10,"","","4",14220,"excali8ur",Base Game,
436514,"Hitster: Christmas","https://cf.geekdo-images.com/o1iN0gIplpL-erxwS9YfFQ__original/img/sDcQLBs2Wpp_RkPJhLH4x58ssr8=/0x0/filters:format(jpeg)/pic9745627.jpg",2025,Unknown,"","","","Admin: Upcoming Releases,Game: Hitster,Holidays: Christmas","Card Game,Music,Party Game,Trivia","",6.8,"Not Rated",1.0,Unknown,30,16,14,2,10,2,10,"4","2,3,4,5,6,7,8,9","0",Unknown,"excali8ur",Expansion,
397736,"Hitster: Guilty Pleasures","https://cf.geekdo-images.com/C063hYA55MgUlwR9ZJiGag__original/img/TN18BjlTtZu7WU6oTHoblYjaR-o=/0x0/filters:format(jpeg)/pic7902240.jpg",2023,Unknown,"","Marcus Carleson","Party Game","Components: Digital Hybrid – App/Website Required,Game: Hitster","Card Game,Music,Party Game","",7.4,"Not Rated",1.0,1,30,16,14,2,10,2,10,"4,5,6","2,3,4,5,6,7,8,9,10","6",1981,"excali8ur",Base Game,
433541,"Hitster: Movies & TV Soundtracks","https://cf.geekdo-images.com/l4x9x7eYgp7d7D9SgsRRTQ__original/img/ZKGFLQIhh93E5CkpvSCeczykJl0=/0x0/filters:format(png)/pic8719140.png",2024,Unknown,"","Marcus Carleson","","Components: Digital Hybrid – App/Website Required,Game: Hitster,Trivia: Music","Expansion for Base-game,Card Game,Music,Party Game,Trivia","",7.4,"Not Rated",1.0,1,30,16,16,2,10,2,10,"4,5","2,3,4,5,6,7,8,9,10","1",Unknown,"excali8ur",Expansion,
2655,"Hive","https://cf.geekdo-images.com/fQe85tsBZoH6ibPnm1k1UA__original/img/eqUVrCJKcMBGBhw4Gfc9_9JabYE=/0x0/filters:format(jpeg)/pic791151.jpg",2001,Unknown,"John Yianni","John Yianni","Abstract Game","Animals: Ants,Animals: Bees,Animals: Grasshoppers,Animals: Insects,Animals: Spiders,Category: Combinatorial,Components: Hexagonal Tiles,Containers: Unique Shape,Containers: Zippered Pouch,Digital Implementations: Board Game Arena,Digital Implementations: BoardSpace,Digital Implementations: Google Play,Digital Implementations: Steam,Game: Hive,Misc: Dice Tower Hall of Fame,Misc: Mensa Select,Players: Two-Player Only Games","Abstract Strategy,Animals","Enclosure,Grid Movement,Hexagon Grid,Pattern Movement,Pieces as Map,Three Dimensional Movement,Tile Placement",7.3,"Not Rated",2.3,1,20,9,8,2,2,2,2,"2","2","1",338,"excali8ur",Base Game,
284742,"Honey Buzz","https://cf.geekdo-images.com/q3KbDdmiSkvKucANAdOU1g__original/img/2mJguceZAdOqSem23FEHobaZ0a4=/0x0/filters:format(jpeg)/pic5608344.jpg",2020,Unknown,"Anne Heidsieck","Paul Salomon","Strategy Game,Family Game","Animals: Bees,Animals: Insects,Components:  Meeples,Components: Wooden pieces & boards,Crowdfunding: Kickstarter,Misc: Watch It Played How To Videos,Theme: Anthropomorphic Animals","Animals,Economic","Action Retrieval,Contracts,Enclosure,End Game Bonuses,Grid Movement,Hexagon Grid,Income,Market,Memory,Modular Board,Open Drafting,Pattern Building,Pieces as Map,Race,Resource to Move,Solo / Solitaire Game,Square Grid,Tile Placement,Variable Set-up,Worker Placement",7.5,"Not Rated",2.7,2,45 - 90,10,10,1,4,1,4,"3","1,2,3,4","2",477,"excali8ur",Base Game,
167412,"Hopp und Hui!","https://cf.geekdo-images.com/rDxYtD2qtMz7xJk7smjhEw__original/img/xUyaQINmWgCKv0hxBxartOiJG6w=/0x0/filters:format(jpeg)/pic2266315.jpg",2014,Unknown,"Gediminas Akelaitis","Matthias Kaufmann","","Admin: Better Description Needed!","Children's Game,Dice","Dice Rolling",5.8,"Not Rated",1.0,Unknown,20,3,3,2,4,2,4,"3","2,3,4","5",24378,"excali8ur",Base Game,
426523,"HYVE","https://cf.geekdo-images.com/1QQuwgz2vxL4Wnv7-gqDQQ__original/img/otTZRktWWFNjoFRGcvTodEAHq_A=/0x0/filters:format(jpeg)/pic8403794.jpg",2024,Unknown,"Kevin Ruffenach","Matthew Folger","Strategy Game","Animals: Bees,Crowdfunding: Kickstarter,Mechanism: Roll-and-Write","Dice,Print & Play,Puzzle","Dice Rolling,Paper-and-Pencil,Re-rolling and Locking,Solo / Solitaire Game",7.6,"Not Rated",2.0,Unknown,45 - 90,10,Unknown,1,2,1,2,"1","1","0",16195,"",Base Game,
417219,"I C E: Second Edition","https://cf.geekdo-images.com/GM5aYL88ArfWPsTNp48LHQ__original/img/cpQZ6J9x7qNNkmpQ99Iqjd8VEpg=/0x0/filters:format(png)/pic8099978.png",2026,Unknown,"Léonard Dupond","Bragou,Sams","","Components: Hexagonal Tiles,Components: Magnets,Components: Wooden pieces & boards,Crowdfunding: Gamefound,Digital Implementations: TableTop Simulator Mod (TTS),Misc: GettingGames Tutorial Videos,Theme: Archaeology / Paleontology","Exploration,Science Fiction","Action Points,Auction: Turn Order Until Pass,Modular Board,Worker Placement, Different Worker Types",7.8,"Not Rated",2.9,Unknown,75 - 120,14,12,1,5,1,5,"","1,2,3,4","0",10932,"",Base Game,
423013,"Ice and Idols","https://cf.geekdo-images.com/qpdcaHi-3WeQ3Se-1VhGVw__original/img/YjaNrJvcLX4sUlUykUXMVunVu7g=/0x0/filters:format(png)/pic8999804.png",2025,Unknown,"Edu Valls","Mat Hanson","","Crowdfunding: Kickstarter,Region: Arctic","Adventure,Exploration","Action Points,End Game Bonuses,Events,Modular Board,Network and Route Building,Pick-up and Deliver,Set Collection,Square Grid,Tile Placement,Variable Player Powers",6.9,"Not Rated",2.3,2,45 - 60,14,Unknown,2,4,2,4,"2","2","0",9142,"",Base Game,
154203,"Imperial Settlers","https://cf.geekdo-images.com/pRwsvyfsRJ-lWWwVJCdXNg__original/img/Cw8O-7dOaO1sZRy95QGImdSm7p8=/0x0/filters:format(jpeg)/pic2871265.jpg",2014,Unknown,"Mateusz Bielski,Tomasz Jedruszek,Jarosław Marcinek,Rafał Szyma","Ignacy Trzewiczek","Strategy Game","Ancient: Egypt,Ancient: Rome,Components: Multi-Use Cards,Country: Japan,Digital Implementations: Board Game Arena,Digital Implementations: Tabletopia,Game: Imperial Settlers,Mechanism: Tableau Building,Misc: LongPack Games,Misc: Watch It Played How To Videos,Players: Games with Solitaire Rules","Ancient,Card Game,City Building,Civilization","Closed Drafting,Contracts,End Game Bonuses,Hand Management,Income,Multi-Use Cards,Open Drafting,Solo / Solitaire Game,Take That,Turn Order: Progressive,Variable Player Powers",7.3,"Not Rated",2.8,3,45 - 90,10,12,1,4,1,4,"2","1,2,3","6",407,"excali8ur",Base Game,
195543,"Imperial Settlers: 3 Is a Magic Number","https://cf.geekdo-images.com/uUfcScMhnWZiEy7M00oXSA__original/img/7spkRMiHYuBMEh6JOhhhuBKQEgU=/0x0/filters:format(jpeg)/pic2964327.jpg",2016,Unknown,"Tomasz Jedruszek,Denis Martynets,Rafał Szyma","Ignacy Trzewiczek","","Game: Imperial Settlers","Expansion for Base-game","",7.5,"Not Rated",2.8,3,60,12,12,1,4,1,4,"2,3","1,2,3,4","0",Unknown,"excali8ur",Expansion,
238389,"Imperial Settlers: We Didn't Start The Fire","https://cf.geekdo-images.com/azHL5MIQNaw6s3q5aVTssQ__original/img/PfNeKlb16QR8jq7BLDuft3PkOvU=/0x0/filters:format(jpeg)/pic3966137.jpg",2018,Unknown,"Aga Jakimiec,Roman Kucharski,Rafał Szyma","Ignacy Trzewiczek","","Game: Imperial Settlers","Expansion for Base-game","Hand Management,Open Drafting,Take That,Variable Phase Order,Variable Player Powers",7.4,"Not Rated",3.0,4,45 - 90,10,12,1,4,1,4,"2","1,2,3","0",Unknown,"excali8ur",Expansion,
169075,"Imperial Settlers: Why Can't We Be Friends","https://cf.geekdo-images.com/5lCxeMYbuM1CH0zCyD1MgA__original/img/ddtDRHDZJ6WeaQ-jVbKyBFbh7WA=/0x0/filters:format(jpeg)/pic2305119.jpg",2014,Unknown,"Tomasz Jedruszek","Ignacy Trzewiczek","Strategy Game","Digital Implementations: Tabletopia,Game: Imperial Settlers","Ancient,Card Game,Civilization,Expansion for Base-game","Hand Management,Open Drafting,Variable Player Powers",7.5,"Not Rated",2.6,4,45 - 90,10,12,1,4,1,4,"2","1,2,3,4","0",Unknown,"excali8ur",Expansion,
437301,"Ink","https://cf.geekdo-images.com/-IUd2mtuwWJn8BwfX0Pg9A__original/img/T2N-a0X1BJ-8dVTfZ6GmqCfaQ_w=/0x0/filters:format(jpeg)/pic8733117.jpg",2025,Unknown,"Chris Quilliams","Kasper Lapp","Abstract Game,Family Game","Category: Color,Digital Implementations: Board Game Arena,Theme: Art,Theme: Painting / Paintings","Abstract Strategy,Economic","Contracts,Pattern Building,Rondel,Solo / Solitaire Game,Tile Placement",6.9,"Not Rated",1.9,1,30 - 45,8,8,1,4,1,4,"2","1,2,3,4","0",4035,"",Base Game,
235627,"Iquazú","https://cf.geekdo-images.com/i47GBXJ48Es-wnYBjy2nCQ__original/img/era6WK3Rvhd8jrbsuqSFEFBeixg=/0x0/filters:format(jpeg)/pic5477474.jpg",2017,Unknown,"Stephanie Böhm","Michael Feldkötter","Family Game","Components: Gems/Crystals,Country: Argentina,Country: Brazil,Creatures: Dragons,Series: Family Games (HABA)","Fantasy","Area Majority / Influence,Hand Management,Modular Board,Set Collection",6.9,"Not Rated",1.8,1,50,10,10,2,4,2,4,"4","2,3,4","0",4422,"excali8ur",Base Game,
407343,"Ironwood","https://cf.geekdo-images.com/bHjyk23An87Hl0ZuA91sTg__original/img/E5S_FHGVPqwihXfws4S0VpVJjr0=/0x0/filters:format(jpeg)/pic7885912.jpg",2024,Unknown,"Villő Farkas,Qistina Khalidah","Maël Brunet,Julien Chaput","War Game,Strategy Game","Components: Gems/Crystals,Crowdfunding: Gamefound,Digital Implementations: TableTop Simulator Mod (TTS),Mechanism: Artificial Player,Misc: Made by Panda,Players: Games with Solitaire Rules,Players: Two-Player Only Games,Theme: Trees and Forests","Fantasy,Wargame","Area Movement,Card Play Conflict Resolution,Command Cards,Hand Management,Multi-Use Cards,Pick-up and Deliver,Solo / Solitaire Game",7.8,"Not Rated",2.8,3,30 - 60,12,12,1,2,1,2,"2","1,2","2",1312,"excali8ur",Base Game,
357872,"Island Alone","https://cf.geekdo-images.com/vB1tXrX0gF7Tam904RPVcw__original/img/6PeZaHCqyaqR7VNrGFfpGwZdkBM=/0x0/filters:format(png)/pic6713831.png",2022,Unknown,"","Radosław Ignatów","","Crowdfunding: Kickstarter,Islands: Fictional,Mechanism: Roll-and-Write,Theme: Survival,Theme: Tropical Islands","Children's Game,Dice,Print & Play","Dice Rolling,Paper-and-Pencil,Scenario / Mission / Campaign Game",7.0,"Not Rated",1.7,Unknown,15 - 40,8,Unknown,1,4,1,4,"","1,2","4",10235,"excali8ur",Base Game,
281259,"The Isle of Cats","https://cf.geekdo-images.com/AuAheDzhkLufiZFE9JaRNA__original/img/pKq-l1Ms78olHwMbZYMa_x6m-fM=/0x0/filters:format(jpeg)/pic4781085.jpg",2019,Unknown,"Dragolisco,Frank West","Frank West","Strategy Game,Family Game","Animals: Cats,Animals: Fish / Fishes,Components: Meeples (Animal) / Animeeples,Components: Polyominoes,Components: Wooden pieces & boards,Crowdfunding: Kickstarter,Digital Implementations: Board Game Arena,Digital Implementations: Google Play,Digital Implementations: Sovranti,Digital Implementations: Tabletopia,Game: The City of Kings,Islands: Fictional,Misc: Watch It Played How To Videos,Players: Games with Solitaire Rules,Theme: Pirates","Animals,Fantasy,Nautical,Pirates,Puzzle","Closed Drafting,Grid Coverage,Hidden Victory Points,Income,Open Drafting,Pattern Building,Set Collection,Solo / Solitaire Game,Square Grid,Tile Placement,Turn Order: Stat-Based",7.6,"Not Rated",2.4,3,60 - 90,8,10,1,4,1,4,"3","1,2,3,4","3",205,"excali8ur",Base Game,
432491,"Johari Bazaar","https://cf.geekdo-images.com/eCVyvCPg739L-NL4UDiK2Q__original/img/hMUjobch88XXRDmPq1KjoBpa4io=/0x0/filters:format(png)/pic8525147.png",2025,Unknown,"Sándor Zubály","Balázs Bergendy","","Admin: Upcoming Releases,Country: India","Abstract Strategy","Set Collection,Tile Placement,Variable Player Powers",7.6,"6.0",1.8,1,15 - 30,8,8,2,4,2,4,"2","2,4","0",17960,"excali8ur",Base Game,
231229,"Jokeren","https://cf.geekdo-images.com/NLKZEET18k5ct_UwBveDrw__original/img/yNMIVAN6wjtNWBXIS1yoklbe70U=/0x0/filters:format(jpeg)/pic4936584.jpg",0,Unknown,"","","","","Card Game","Set Collection",5.7,"Not Rated",0.0,Unknown,0,6,Unknown,2,4,2,4,"","","5",Unknown,"excali8ur",Base Game,
